doi	affiliations	countries	properties
10.1109/ISC2.2015.7366229	Center For Telecommunication (CFT), School of Electrical and Electronic Engineering Science, University of Johannesburg, P.O. Box 524, Auckland Park, 2006, Johannesburg, South Africa;Center For Telecommunication (CFT), School of Electrical and Electronic Engineering Science, University of Johannesburg, P.O. Box 524, Auckland Park, 2006, Johannesburg, South Africa;Center For Telecommunication (CFT), School of Electrical and Electronic Engineering Science, University of Johannesburg, P.O. Box 524, Auckland Park, 2006, Johannesburg, South Africa;Center For Telecommunication (CFT), School of Electrical and Electronic Engineering Science, University of Johannesburg, P.O. Box 524, Auckland Park, 2006, Johannesburg, South Africa;Center For Telecommunication (CFT), School of Electrical and Electronic Engineering Science, University of Johannesburg, P.O. Box 524, Auckland Park, 2006, Johannesburg, South Africa;Center For Telecommunication (CFT), School of Electrical and Electronic Engineering Science, University of Johannesburg, P.O. Box 524, Auckland Park, 2006, Johannesburg, South Africa	South Africa	stakeholders,participatory design,top down
ieeexploreieeeorgstampstampjsparnumber6240764	University of Novi Sad, Faculty of technical sciences, Serbia;University of Novi Sad, Faculty of technical sciences, Serbia;RT-RK Institute for Computer Based Systems, Novi Sad, Serbia;University of Novi Sad, Faculty of technical sciences, Serbia	Serbia	involvement,top down
10.1109/VLHCC.2017.8103495	Center for Technology Experience, Austrian Institute of Technology, Vienna, Austria;Center for Technology Experience, Austrian Institute of Technology, Vienna, Austria;Center for Technology Experience, Austrian Institute of Technology, Vienna, Austria	Austria	stakeholders,top down
10.1109/UIC-ATC-ScalCom-CBDCom-IoP.2015.331		Unknown	furniture,stakeholders,ideation,top down
10.1109/TELFOR.2014.7034426	Faculty of Technical Sciences, University of Novi Sad, Trg Dositeja Obradovica 6, 21000, Serbia;RT-RK Institute for Computer Based Systems, Narodnog fronta 23a, 21000 Novi Sad, Serbia;RT-RK Institute for Computer Based Systems, Narodnog fronta 23a, 21000 Novi Sad, Serbia;RT-RK Institute for Computer Based Systems, Narodnog fronta 23a, 21000 Novi Sad, Serbia	Serbia	furniture,top down
10.1109/ICCSII.2016.7462435	Department of Computer Science and Engineering, American University of Sharjah, Sharjah, United Arab Emirates;Department of Computer Science and Engineering, American University of Sharjah, Sharjah, United Arab Emirates;Department of Computer Science and Engineering, American University of Sharjah, Sharjah, United Arab Emirates;Department of Computer Science and Engineering, American University of Sharjah, Sharjah, United Arab Emirates	United Arab Emirates	body,furniture,stakeholders,prototype,top down,participatory design
10.1109/EATIS.2016.7520129	PROCC, Universidade Federal de Sergipe, São Cristóvão, Sergipe, Brasil;PROCC, Universidade Federal de Sergipe, São Cristóvão, Sergipe, Brasil;PROCC, Universidade Federal de Sergipe, São Cristóvão, Sergipe, Brasil;DCOMP, Universidade Federal de Sergipe, São Cristóvão, Sergipe, Brasil	Unknown	top down,workflow
10.1109/CSSS.2012.422		Unknown	body,stakeholders,top down
10.1109/EPEC.2013.6802917	London Hydro Inc. London, Ontario, Canada;London Hydro Inc. London, Ontario, Canada	Canada	furniture,top down
10.1109/WAINA.2018.00094		Unknown	stakeholders,top down
10.1109/CICSYN.2013.47		Unknown	body,stakeholders,participatory design,top down
10.1109/IEMBS.2009.5334500	School of Engineering at the Polytechnic University of Madrid, Spain;School of Engineering at the University of Borås, 501 90 Sweden;School of Engineering at the University of Borås, 501 90 Sweden;School of Engineering at the Polytechnic University of Madrid, Spain;School of Engineering at the Polytechnic University of Madrid, Spain	Spain;Sweden	body,top down
10.1109/iCAwST.2012.6469619	Advanced Technology Fusion, Konkuk University, Seoul, Korea;Advanced Technology Fusion, Konkuk University, Seoul, Korea;Advanced Technology Fusion, Konkuk University, Seoul, Korea;Platform Business Division, nTels Co., Ltd, Seoul, Korea	Unknown	participatory design,top down
10.1109/ICETET.2010.177		Unknown	stakeholders,ideation,top down
10.1109/UEMCON.2017.8249100	ECE, CSET, Barasat, WB, India;ECE, CSET, Barasat, WB, India;EE, CSET, Barasat, India;ECE, UEM, Kolkata, India;ECE, UEM, Kolkata, India;ECE, UEM, Kolkata, India;EE, UEM, Kolkata, India	India	body,participatory design,top down
10.1109/CSNDSP.2012.6292732	Research Group for Telecommunication Networks, University of Applied Sciences Frankfurt/M., Germany;Research Group for Telecommunication Networks, University of Applied Sciences Frankfurt/M., Germany;Research Group for Telecommunication Networks, University of Applied Sciences Frankfurt/M., Germany	Germany	stakeholders,participatory design,top down
10.1109/CAC.2015.7382672	College of Computer Science and Technology, Wuhan University of Science and Technology, Wuhan in Hubei Province, China;College of Computer Science and Technology, Wuhan University of Science and Technology, Wuhan in Hubei Province, China	China	environmental,stakeholders,top down,body
10.1109/ICCE.2014.6776013	Korea University, Seoul, Korea;Korea University, Seoul, Korea;Korea University, Seoul, Korea	Unknown	participatory design,top down
10.1109/iNIS.2016.046		Unknown	body,stakeholders,top down
10.1109/TCE.2009.5277979	American University of Sharjah, UAE (email: izualkernan@aus.edu);American University of Shrjah, UAE (email: aali@aus.edu);American University of Sharjah, UAE. (email: mjabbar@gmail.com );American University of Sharjah, UAE (email: izabalawi@yahoo.com);American University of Sharjah, UAE and now is at University of Waterloo, Canada (email: awasfy@swen.uwaterloo.ca)	Canada	furniture,top down,context
10.1109/UIC-ATC.2017.8397503	School of Electronics Engineering and Computer Science, Peking University;School of Software and Microelectronics, Peking University;School of Electronics Engineering and Computer Science, Peking University;School of Software and Microelectronics, Peking University;IBM Research China;IBM Research China	China	body,ideation,furniture,prototype,context,top down
10.1109/LISAT.2012.6223211	Department of Electrical and Computer Engineering, State University of New York at Stony Brook, Stony Brook, NY 11794;Department of Electrical and Computer Engineering, State University of New York at Stony Brook, Stony Brook, NY 11794	United States	stakeholders,top down,wearables
10.1109/UMEDIA.2010.5543936	Department of Computer Science, National Taipei University of Education, Taiwan;Department of Computer Science, National Taipei University of Education, Taiwan;Department of Computer Science, National Taipei University of Education, Taiwan	Taiwan	stakeholders,prototype,top down,context
ieeexploreieeeorgstampstampjsparnumber7949441	Informatiks 3 (Rechnerarchitektur), Universität Erlangen-Nürnberg, Martensstr. 3, 91058, Erlangen, Germany;Fertigungsautomatisierung und Produktionssystematik, Universität Erlangen-Nürnberg, 91058, Erlangen, Egerlandstr. 7-9, Germany;Fertigungsautomatisierung und Produktionssystematik, Universität Erlangen-Nürnberg, 91058, Erlangen, Egerlandstr. 7-9, Germany;Informatiks 3 (Rechnerarchitektur), Universität Erlangen-Nürnberg, Martensstr. 3, 91058, Erlangen, Germany;Informatiks 3 (Rechnerarchitektur), Universität Erlangen-Nürnberg, Martensstr. 3, 91058, Erlangen, Germany	Germany	body,top down
10.1109/SSIC.2015.7245682	University of Hawai'i at Manoa Department of Information and Computer Sciences;University of Hawai'i at Manoa Department of Information and Computer Sciences	Unknown	top down,context
10.1109/ISNE.2017.7968729	Department of Electronic Engineering, Southern Taiwan University of Science and Technology, Tainan, Taiwan;Department of Electronic Engineering, Southern Taiwan University of Science and Technology, Tainan, Taiwan;Department of Electronic Engineering, Southern Taiwan University of Science and Technology, Tainan, Taiwan;Vision Automobile Electronics Industrial Co., Ltd., Tainan, Taiwan;Department of Electronic Engineering, Southern Taiwan University of Science and Technology, Tainan, Taiwan	Taiwan	participatory design,top down
10.1109/TENCON.2009.5396038	Department of Information and Communication Engineering, Chosun University, Gwangju, South Korea;Department of Information and Communication Engineering, Chosun University, Gwangju, South Korea;Department of Information and Communication Engineering, Chosun University, Gwangju, South Korea	South Korea	furniture,stakeholders,top down
10.1109/AINA.2017.157		Unknown	body,stakeholders,top down
10.1109/ICEEOT.2016.7754787	Department of Electronic and Telecommunication, Zeal College of Engineering and Research, Sr. No 39, Off Mumbai-Bangalore Express Highway, Narhe, Pune;Head of Electronic and Telecommunication Department, Zeal College of Engineering and Research, Sr. No 39, Off Mumbai-Bangalore Express Highway, Narhe, Pune	Unknown	body,top down,wearables,furniture
10.1109/PEDG.2015.7223082	Institute of Energy Conversion and Storage, University of Ulm, Germany;Institute of Energy Conversion and Storage, University of Ulm, Germany	Germany	diversity,involvement,stakeholders,top down
10.1109/URTC.2016.8284079	Roger Williams University, Bristol, RI USA;Engineering, Roger Williams University, Bristol, RI USA	United States	top down,wearables
10.1109/ACIIDS.2009.20		Unknown	stakeholders,top down,context
10.1109/ICAEE.2017.8255457	Department of Electrical and Electronic Engineering, Independent University, Bangladesh, Plot-16, Block-B, Bashundhara, Dhaka-1212, Bangladesh;Department of Electrical and Electronic Engineering, Independent University, Bangladesh, Plot-16, Block-B, Bashundhara, Dhaka-1212, Bangladesh;Department of Computer Science and Engineering, City University, Bangladesh;Department of Electrical and Electronic Engineering, Independent University, Bangladesh, Plot-16, Block-B, Bashundhara, Dhaka-1212, Bangladesh;Department of Electrical and Electronic Engineering, Independent University, Bangladesh, Plot-16, Block-B, Bashundhara, Dhaka-1212, Bangladesh	Bangladesh	environmental,top down,furniture
10.1109/IIC.2015.7150764	Control and Automation, School of Electrical Engineering SELECT, VIT University Vellore India;Control and Automation, School of Electrical Engineering SELECT, VIT University Vellore India;Control and Automation, School of Electrical Engineering SELECT, VIT University Vellore India;School of Electrical Engineering SELECT, VIT University Vellore India;NA	India	body,stakeholders,top down,wearables
ieeexploreieeeorgstampstampjsparnumber7951365	RTSE/ENSEM/GREENTIC, Hassan II University, Casablanca, Morocco;RTSE/ENSEM/GREENTIC, Hassan II University, Casablanca, Morocco;RTSE/ENSEM/GREENTIC, Hassan II University, Casablanca, Morocco;Department of electrical engineering, Polytech University, Nantes, France	France;Morocco	top down,workflow
10.1109/SmartGridComm.2015.7436373	Department of Electrical and Computer Engineering, University of Alberta, Edmonton, AB, Canada T6G 2V4;Department of Electrical and Computer Engineering, University of Alberta, Edmonton, AB, Canada T6G 2V4	Canada	body,top down
10.1109/ICRIS.2016.95		Unknown	participatory design,top down
10.1109/SG-TEP.2012.6642381	Universität Erlangen‐Nürnberg, Lehrstuhl für Fertigungsautomatisierung und Produktionssystematik, Egerlandstraße 7‐9, 91058 Erlangen;Erbelinweg 30, 89081 Ulm;E|Home‐Center - Bayerisches Technologiezentrum für privates Wohnen, Fürther Straße 246b, 90429 Nürnberg	Unknown	body,top down,furniture
